command_count,login_attempts,unique_passwords,label
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,2,130.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
2,0,78.0,0
